title,publisher,doi,published,cited_num,times_cited,abstract,keywords,keyword_plus,authors_address,author_university,author_id,cited
Estimation of ordered response models with sample selection,STATA JOURNAL,NO DOI,2011,22,18,"We introduce two new Stata commands for the estimation of an ordered response model with sample selection. The opsel command uses a standard maximum-likelihood approach to lit a parametric specification of the model where errors are assumed to follow a bivariate Gaussian distribution. The snpopsel command uses the semi-nonparametric approach of Gallant and Nychka. (1987,Econornetrica. 55: 363-390) to fit a semiparametric specification of the model where the bivariate density function of the errors is approximated by a Hermite polynomial expansion. The snpopsel command extends the set of Stata routines for semi-nonparametric estimation of discrete response models. Compared to the other semi-nonparametric estimators, our routine is relatively faster because it is programmed in Mata. In addition, we provide new postestimation routines to compute linear predictions, predicted probabilities, and marginal effects. These improvements are also extended to the set of semi-nonparametric Stata commands originally written by Stewart (2004, Stata journal 4: 27-39) and De Luca (2008, Stata journal 8: 190-220). An illustration of the new opsel and snpopsel commands is provided through an empirical application on self-reported health with selectivity due to sample attrition.","st0226,opsel,opsel postestimation,snoop,sneop postestimation,snp2,snp2 postestimation,snp2s,snp2s postestimation,snpopsel,snpopsel postestimation,snp,snp postestimation,ordered response models,sample selection,parametric maximum-likelihood estimation,semi-nonparametric estimation","MAXIMUM-LIKELIHOOD-ESTIMATION,SEMIPARAMETRIC ESTIMATION,HOUSEHOLD PANEL,CHOICE MODELS,PROBIT MODEL,BINARY,IDENTIFICATION,VARIABLES,SNP","De Luca, Giuseppe@Ist Sviluppo Formaz Professionale Lavoratori, Rome, Italy::Perotti, Valeria@World Bank, Washington, DC 20433 USA","De Luca, Giuseppe@Unknow::Perotti, Valeria@The World Bank",not exist,"no title+no author+Health, Ageing and Retirement in Europe - First Results from the survey of Health, Ageing and Retirement in Europe+2005::Semiparametric estimation of a heteroskedastic sample selection model+Chen, S; Khan, S+ECONOMETRIC THEORY+DEC 2003::The dynamics of health in the british household panel survey+Contoyannis, P; Jones, AM; Rice, N+JOURNAL OF APPLIED ECONOMETRICS+JUL-AUG 2004::Cross-validated SNP density estimates+Coppejans, M; Gallant, AR+JOURNAL OF ECONOMETRICS+SEP 2002::On efficient estimation of the ordered response model+Coppejans, Mark+JOURNAL OF ECONOMETRICS+APR 2007::SNP and SML estimation of univariate and bivariate binary-choice models+De Luca, Giuseppe+STATA JOURNAL+2008::no title+DELUCA G+1004 EIEF+2010::no title+DONG Y+BOSTON COLL WORKING+2010::An analysis of sample attrition in panel data - The Michigan Panel Study of Income Dynamic+Fitzgerald, J; Gottschalk, P; Moffitt, R+JOURNAL OF HUMAN RESOURCES+SPR 1998::SEMI-NONPARAMETRIC MAXIMUM-LIKELIHOOD-ESTIMATION+GALLANT, AR; NYCHKA, DW+ECONOMETRICA+MAR 1987::no title+GREENE WH+MODELING ORDER UNPUB+2009::A NOTE ON IDENTIFICATION IN THE MULTINOMIAL PROBIT MODEL+KEANE, MP+JOURNAL OF BUSINESS &amp; ECONOMIC STATISTICS+APR 1992::Shift restrictions and semiparametric estimation in ordered response models+Klein, RW; Sherman, RP+ECONOMETRICA+MAR 2002::SEMIPARAMETRIC MAXIMUM-LIKELIHOOD-ESTIMATION OF POLYCHOTOMOUS AND SEQUENTIAL CHOICE MODELS+LEE, LF+JOURNAL OF ECONOMETRICS+FEB 1995::Semiparametric qualitative response model estimation with unknown heteroscedasticity or instrumental variables+Lewbel, A+JOURNAL OF ECONOMETRICS+JUL 2000::IDENTIFICATION OF BINARY RESPONSE MODELS+MANSKI, CF+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+SEP 1988::ON THE COST OF PARTIAL OBSERVABILITY IN THE BIVARIATE PROBIT MODEL+MENG, CL; SCHMIDT, P+INTERNATIONAL ECONOMIC REVIEW+1985::Maximum likelihood estimation of endogenous switching and sample selection models for binary, ordinal, and count variables+Miranda, Alfonso; Rabe-Hesketh, Sophia+STATA JOURNAL+2006::Survey response and survey characteristics: microlevel evidence from the European Community Household Panel+Nicoletti, C; Peracchi, F+JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY+2005::no title+Rabe-Hesketh, Sophia; Skrondal, Anders; Pickles, Andrew.+GLLAMM Manual+2004::Semi-nonparametric estimation of extended ordered Probit models+Stewart, M. B.+The Stata Journal+2004::A comparison of semiparametric estimators for the ordered response model+Stewart, MB+COMPUTATIONAL STATISTICS &amp; DATA ANALYSIS+APR 30 2005"
Simon's minimax and optimal and Jung's admissible two-stage designs with or without curtailment,STATA JOURNAL,NO DOI,2011,17,1,"This article describes a new Stata command called simontwostage, which calculates the critical values and sample sizes for two-stage designs for phase H oncology trials. Options are provided to determine the minimax and optimal designs proposed by Simon (1989, Controlled Clinical Trials 10: 1-10) and admissible designs described by Jung et al. (2004, Statistics in Medicine 23: 561-569). Furthermore, nonstochastic and stochastic curtailment rules can be implemented in both stages of the trial, and the properties of the curtailed designs can be examined.","st0227,simontwostage,Simon's two-stage design,Jung's admissible design,phase II trials,conditional power,curtailment","II CLINICAL-TRIALS,END-POINTS,PHASE","Kunz, Cornelia U.@Univ Heidelberg, Inst Med Biometry & Informat, D-6900 Heidelberg, Germany::Kieser, Meinhard@Univ Heidelberg, Inst Med Biometry & Informat, D-6900 Heidelberg, Germany","Kunz, Cornelia U.@Ruprecht Karls University Heidelberg::Kieser, Meinhard@Ruprecht Karls University Heidelberg",not exist,"Stochastically curtailed phase II clinical trials+Ayanlowo, A. O.; Redden, D. T.+STATISTICS IN MEDICINE+MAR 30 2007::Incorporating toxicity considerations into the design of two-stage Phase II clinical trials+Bryant, J; Day, R+BIOMETRICS+DEC 1995::DESIGNS FOR GROUP SEQUENTIAL PHASE-II CLINICAL-TRIALS+CHANG, MN; THERNEAU, TM; WIEAND, HS; et al.+BIOMETRICS+DEC 1987::Optimal three-stage designs for phase II cancer clinical tribes+Chen, TT+STATISTICS IN MEDICINE+DEC 15 1997::PLANNED VERSUS ATTAINED DESIGN IN PHASE-II CLINICAL-TRIALS+GREEN, SJ; DAHLBERG, S+STATISTICS IN MEDICINE+MAY 1992::Admissible two-stage designs for phase II cancer clinical trials+Jung, SH; Lee, T; Kim, K; et al.+STATISTICS IN MEDICINE+FEB 28 2004::no title+KUNZ CU+METHODS INF IN PRESS+no time::no title+KUNZ CU+NONSTOCHASTIC STOCHA+2011::Optimal two-stage designs for phase II clinical trials with differentiation of complete and partial responses+Lin, SP; Chen, TT+COMMUNICATIONS IN STATISTICS-THEORY AND METHODS+2000::A two-stage phase II trial design utilizing both primary and secondary endpoints+Lin, Xun; Allred, Randy; Andrews, Glen+PHARMACEUTICAL STATISTICS+APR-JUN 2008::Adaptive two-stage designs for single-arm phase IIA cancer clinical trials+Lin, Y; Shih, WJ+BIOMETRICS+JUN 2004::A design of phase II cancer trials using total and complete response endpoints+Lu, Y; Jin, H; Lamborn, KR+STATISTICS IN MEDICINE+OCT 30 2005::no title+MANDER A+SIMON2STAGE STATA MO+2009::Two-stage designs optimal under the alternative hypothesis for phase II cancer clinical trials+Mander, A. P.; Thompson, S. G.+CONTEMPORARY CLINICAL TRIALS+NOV 2010::An optimal two-stage phase II design utilizing complete and partial response information separately+Panageas, KS; Smith, A; Gonen, M; et al.+CONTROLLED CLINICAL TRIALS+AUG 2002::Optimal two-stage designs for single arm phase II cancer trials.+Shuster, Jonathan+Journal of biopharmaceutical statistics+2002-Feb::OPTIMAL 2-STAGE DESIGNS FOR PHASE-II CLINICAL-TRIALS+SIMON, R+CONTROLLED CLINICAL TRIALS+MAR 1989"
Multivariate random-effects meta-regression: Updates to mvmeta,STATA JOURNAL,NO DOI,2011,17,127,"An extension of mvmeta, my program for multivariate random-effects meta-analysis, is described. The extension handles meta-regression. Estimation methods available are restricted maximum likelihood, maximum likelihood, method of moments, and fixed effects. The program also allows a wider range of models (Riley's overall correlation model and structured between-studies covariance); better estimation (using Mata for speed and correctly allowing for missing data); and new postestimation facilities (I-squared; standard errors and confidence intervals for between-studies standard deviations and correlations, and identification of the best intervention). The program is illustrated using a multipletreatments meta-analysis.","st0156_1,mvmeta,meta-analysis,meta-regression,I-squared","RANDOM-EFFECTS METAANALYSIS,HETEROGENEITY,TRIALS","White, Ian R.@MRC Biostat Unit, Cambridge, England","White, Ian R.@MRC Biostatistics Unit",not exist,"The exact distribution of Cochran's heterogeneity statistic in one-way random effects meta-analysis+Biggerstaff, Brad J.; Jackson, Dan+STATISTICS IN MEDICINE+DEC 20 2008::METAANALYSIS IN CLINICAL-TRIALS+DERSIMONIAN, R; LAIRD, N+CONTROLLED CLINICAL TRIALS+SEP 1986::metandi: Meta-analysis of diagnostic accuracy using hierarchical logistic regression+Harbord, Roger M.; Whiting, Penny+STATA JOURNAL+2009::Quantifying heterogeneity in a meta-analysis+Higgins, JPT; Thompson, SG+STATISTICS IN MEDICINE+JUN 15 2002::A re-evaluation of random-effects meta-analysis+Higgins, Julian P. T.; Thompson, Simon G.; Spiegelhalter, David J.+JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY+2009::no title+JACKSON D+STAT MED IN PRESS+no time::Extending DerSimonian and Laird's methodology to perform multivariate random effects meta-analyses+Jackson, Dan; White, Ian R.; Thompson, Simon G.+STATISTICS IN MEDICINE+MAY 30 2010::Combination of direct and indirect evidence in mixed treatment comparisons+Lu, G; Ades, AE+STATISTICS IN MEDICINE+OCT 30 2004::An alternative model for bivariate random-effects meta-analysis when the within-study correlations are unknown+Riley, Richard D.; Thompson, John R.; Abrams, Keith R.+BIOSTATISTICS+JAN 2008::Bivariate random-effects meta-analysis and the estimation of between-study correlation+Riley, Richard D.; Abrams, Keith R.; Sutton, Alexander J.; et al.+BMC MEDICAL RESEARCH METHODOLOGY+JAN 12 2007::Multivariate meta-analysis: the effect of ignoring within-study correlation+Riley, Richard D.+JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY+2009::Evaluation of networks of randomized trials+Salanti, Georgia; Higgins, Julian P. T.; Ades, A. E.; et al.+STATISTICAL METHODS IN MEDICAL RESEARCH+JUN 2008::Investigating heterogeneity in an individual patient data meta-analysis of time to event outcomes+Smith, CT; Williamson, PR; Marson, AG+STATISTICS IN MEDICINE+MAY 15 2005::no title+Sterne, J. A. C.+Meta- analysis in Stata: an updated collection from the Stata Journal+2009::Advanced methods in meta-analysis: multivariate approach and meta-regression+van Houwelingen, HC; Arends, LR; Stijnen, T+STATISTICS IN MEDICINE+FEB 28 2002::no title+Verbeke, G; Molenberghs, G.+Linear Mixed Models for Longitudinal Data+2000::Multivariate random-effects meta-analysis+White, Ian R.+STATA JOURNAL+2009"
M statistic commands: Interpoint distance distribution analysis,STATA JOURNAL,NO DOI,2011,7,5,"We implement the commands mstat and mtest to perform inference based on the M statistic, a statistic that can be used to compare the interpoint distance distribution across groups of observations.

The analyses are based on the study of the interpoint distances between n points in a k-dimensional setting to produce a one-dimensional real-valued test statistic. The locations are distributed in a region of the plane. When we consider all (72) interpoint distances, the dependencies among them are difficult to express analytically, but their distribution is informative, and the M statistic can be built to summarize one aspect of this information.

The two commands can be used on a wide class of datasets to test the null hypothesis that two groups have the same (spatial) distribution. mstat and mtest return the exact M test statistic. Moreover, mtest executes a Monte Carlo type permutation test, which returns the empirical p-value together with its confidence interval. This is the command to use in most situations, because the convergence of M to its asymptotic chi-squared distribution is slow.

Both commands can be used to obtain graphical output of the empirical density function of the interpoint distance distributions in the two groups and the two-dimensional map of the 71 observations in the plane.

The descriptions of the commands are accompanied by examples of applications with real and simulated data. We run the test on the Alt and Vach grave site dataset (Manjourides and Pagano, forthcoming, Statistics in Medicine) and reject the null hypothesis, in contradiction to other published analyses. We also show how to adapt the techniques to discrete datasets with more than one unit in each location. Finally, we report an extensive application on breast cancer data in Massachusetts; in the application, we show the compatibility of the M commands with Pisati's spmap package.","st0228,mstat,mtest,M statistic,interpoint distance,Monte Carlo test,spmap",,"Tebaldi, Pietro@Bocconi Univ, Dept Decis Sci, Milan, Italy::Bonetti, Marco@Bocconi Univ, Dept Decis Sci, Milan, Italy::Pagano, Marcello@Harvard Univ, Sch Publ Hlth, Dept Biostat, Boston, MA 02115 USA","Tebaldi, Pietro@Bocconi University::Bonetti, Marco@Bocconi University::Pagano, Marcello@Harvard University","Bonetti, Marco@http://orcid.org/0000-0003-2304-4180","The interpoint distance distribution as a descriptor of point patterns, with an application to spatial disease clustering+Bonetti, M; Pagano, M+STATISTICS IN MEDICINE+MAR 15 2005::no title+MANJOURIDES J+STAT MED IN PRESS+no time::no title+*MASS DEP PUBL HLT+CANC INC MASS 2002 2+2009::no title+MERRYMAN S+USMPAS2 STATA MODULE+2005::Simple thematic mapping+Pisati, M.+Stata J+2004::no title+WALLER, L. A.; GOTWAY, C. A.+Applied Spatial Statistics for Public Health Data+2004::The choice of the number of bins for the M statistic+White, Laura Forsberg; Bonetti, Marco; Pagano, Marcello+COMPUTATIONAL STATISTICS &amp; DATA ANALYSIS+AUG 1 2009"
Estimating adjusted risk ratios for matched and unmatched data: An update,STATA JOURNAL,NO DOI,2011,13,16,"The Stata 11 margins command makes it easier to estimate adjusted risk ratios, and the new robust variance option for xtpoisson, fe provides correct confidence intervals for adjusted risk ratios from matched-cohort data.","st0162_1,conditional Poisson regression,margins,matched-cohort design,risk ratio,standardization,xtpoisson","CONFIDENCE-INTERVALS,RELATIVE RISKS,COHORT METHODS,REGRESSION","Cummings, Peter@Univ Washington, Dept Epidemiol, Sch Publ Hlth, Seattle, WA 98195 USA@Univ Washington, Harborview Injury Prevent & Res Ctr, Seattle, WA 98195 USA","Cummings, Peter@University of Washington Seattle@University of Washington",not exist,"Matched-pair cohort methods in traffic crash research+Cummings, P; McKnight, B; Weiss, NS+ACCIDENT ANALYSIS AND PREVENTION+JAN 2003::Matched cohort methods for injury research+Cummings, P; McKnight, B; Greenland, S+EPIDEMIOLOGIC REVIEWS+2003::Methods for estimating adjusted risk ratios+Cummings, Peter+STATA JOURNAL+2009::LARGE SAMPLE CONFIDENCE-INTERVALS FOR REGRESSION STANDARDIZED RISKS, RISK RATIOS, AND RISK DIFFERENCES+FLANDERS, WD; RHODES, PH+JOURNAL OF CHRONIC DISEASES+1987::Model-based estimation of relative risks and other epidemiologic measures in studies of common outcomes and in case-control studies+Greenland, S+AMERICAN JOURNAL OF EPIDEMIOLOGY+AUG 15 2004::ANALYSIS OF COVARIANCE AND STANDARDIZATION AS INSTANCES OF PREDICTION+LANE, PW; NELDER, JA+BIOMETRICS+1982::Relative risks and confidence intervals were easily computed indirectly from multivariable logistic regression+Localio, A. Russell; Margolis, David J.; Berlin, Jesse A.+JOURNAL OF CLINICAL EPIDEMIOLOGY+SEP 2007::Escalation of drug use in early-onset cannabis users vs co-twin controls+Lynskey, MT; Heath, AC; Bucholz, KK; et al.+JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION+JAN 22 2003::no title+Newman, SC.+Biostatistical Methods in Epidemiology+2001::Analysis of matched cohort data+Peter Cummings, BM.+Stata J+2004::no title+Rothman, K.; Greenland, S.; Lash, T. L.+Modern Epidemiology+2008::no title+no author+Stata 11 base reference manual+2009::Econometric Analysis of Cross Section and Panel Data, 2nd Edition+Wooldridge, JM+ECONOMETRIC ANALYSIS OF CROSS SECTION AND PANEL DATA, 2ND EDITION+2010"
Generating random samples from user-defined distributions,STATA JOURNAL,NO DOI,2011,4,0,"Generating random samples in Stata is very straightforward if the distribution drawn from is uniform or normal. With any other distribution, an inverse method can be used; but even in this case, the user is limited to the built-in functions. For any other distribution functions, their inverse must be derived analytically or numerical methods must be used if analytical derivation of the inverse function is tedious or impossible. In this article, I introduce a command that generates a random sample from any user-specified distribution function using numeric methods that make this command very generic.","st0229,rsample,random sample,user-defined distribution function,inverse method,Monte Carlo exercise",,"Lukacsy, Katarina@Cent European Univ, Budapest, Hungary","Lukacsy, Katarina@Central European University",not exist,"A flexible method for estimating inverse distribution functions in simulation experiments+Avramidis, A.; Wilson, J.R.+ORSA Journal on Computing+Fall 1994::no title+Gentle, JE.+Random Number Generation and Monte Carlo Methods+2003::no title+Lind, D. A.; Marchal, W. G.; Wathen, S. A.+Basic Statistics for Business &amp; Economics+2008::A METHOD FOR COMPUTER-GENERATION OF VARIATES FROM ARBITRARY CONTINUOUS DISTRIBUTIONS+ULRICH, G; WATSON, LT+SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING+MAR 1987"
Speaking Stata: Compared with ...,STATA JOURNAL,NO DOI,2011,5,2,"Many problems in data management center on relating values to values in other observations, either within a dataset as a. whole or within groups such as panels. This column reviews some basic Stata techniques helpful for such tasks, including the use of subscripts, summarize, by:, sum(), cond(), and egen. Several techniques exploit the fact that logical expressions yield 1 when true and 0 when false. Dividing by zero to yield missings is revealed as a surprisingly valuable device.","dm0055,data management,panels,subscripting,summarize,by,sum(),cond(),egen,logical expressions",,"Cox, Nicholas J.@Univ Durham, Dept Geog, Durham, England","Cox, Nicholas J.@Durham University",not exist,"Speaking Stata: How to move step by: step+Cox, N. J.+Stata Journal+2002::Speaking Stata: On getting functions to do the work+Cox, N. J.+Stata Journal+2002::Speaking Stata: Making it count+Cox, Nicholas J.+STATA JOURNAL+2007::Stata tip 3: How to be assertive+Gould, W.+Stata Journal+2003::no title+KANTOR D+STATA J+2005"
Stata tip 97: Getting at rho's and sigma's,STATA JOURNAL,NO DOI,2011,3,6,no abstract,,,"Buis, Maarten L.@Univ Tubingen, Dept Sociol, Tubingen, Germany","Buis, Maarten L.@Eberhard Karls University of Tubingen","Buis, Maarten@A-2974-2010@http://orcid.org/0000-0002-4150-4710","Stata tip 59: Plotting on any transformed scale+Cox, Nicholas J.+STATA JOURNAL+2008::Speaking Stata: Correlation with confidence, or Fisher's z revisited+Cox, Nicholas J.+STATA JOURNAL+2008::On boundary-value likelihood-ratio tests+Gutierrez, R. G.; Carter, S.; Drukker, D. M.+Stat. Tech. Bull+2001"
Stata tip 98: Counting substrings within strings,STATA JOURNAL,NO DOI,2011,1,1,no abstract,,,"Cox, Nicholas J.@Univ Durham, Dept Geog, Durham, England","Cox, Nicholas J.@Durham University",not exist,"Speaking Stata: MMXI and all that: Handling Roman numerals within Stata+Cox, Nicholas J.+STATA JOURNAL+2011"
Stata tip 99: Taking extra care with encode,STATA JOURNAL,NO DOI,2011,0,0,no abstract,,,"Schechter, Clyde@Yeshiva Univ, Albert Einstein Coll Med, New York, NY 10033 USA","Schechter, Clyde@Yeshiva University",not exist,
Stata tip 100: Mata and the case of the missing macros,STATA JOURNAL,NO DOI,2011,0,0,no abstract,,,"Gould, William@StataCorp, College Stn, TX USA::Cox, Nicholas J.@Univ Durham, Dept Geog, Durham, England","Gould, William@Unknow::Cox, Nicholas J.@Durham University",not exist,
A procedure to tabulate and plot results after flexible modeling of a quantitative covariate,STATA JOURNAL,NO DOI,2011,22,110,"The use of flexible models for the relationship between a quantitative covariate and the response variable can be limited by the difficulty in interpreting the regression coefficients. in this article, we present a new postestimation command, xblc, that facilitates tabular and graphical presentation of these relationships. Cubic splines are given special emphasis. We illustrate the command through several worked examples using data from a large study of Swedish men on the relation between physical activity and the occurrence of lower urinary tract symptoms.","st0215,xblc,cubic spline,modeling strategies,logistic regression","DOSE-RESPONSE ANALYSES,TREND ANALYSIS,REGRESSION-MODELS,SPLINES,EPIDEMIOLOGY,CATEGORIZATION,PREDICTORS,TOOL","Orsini, Nicola@Karolinska Inst, Natl Inst Environm Med, Div Nutr Epidemiol, Stockholm, Sweden::Greenland, Sander@Univ Calif Los Angeles, Sch Publ Hlth, Dept Epidemiol, Los Angeles, CA 90024 USA@Univ Calif Los Angeles, Dept Stat, Coll Letters & Sci, Los Angeles, CA 90024 USA","Orsini, Nicola@Karolinska Institutet::Greenland, Sander@University of California System@University of California Los Angeles",not exist,"no title+BUIS ML+POSTRCSPLINE STATA M+2008::FLEXIBLE REGRESSION-MODELS WITH CUBIC-SPLINES+DURRLEMAN, S; SIMON, R+STATISTICS IN MEDICINE+MAY 1989::Presenting statistical uncertainty in trends and dose-response relations+Greenland, S; Michels, KB; Robins, JM; et al.+AMERICAN JOURNAL OF EPIDEMIOLOGY+JUN 15 1999::PREVIOUS RESEARCH ON POWER LOSS ASSOCIATED WITH CATEGORIZATION IN DOSE-RESPONSE AND TREND ANALYSIS+GREENLAND, S+EPIDEMIOLOGY+NOV 1995::PROBLEMS IN THE AVERAGE-RISK INTERPRETATION OF CATEGORICAL DOSE-RESPONSE ANALYSES+GREENLAND, S+EPIDEMIOLOGY+SEP 1995::DOSE-RESPONSE AND TREND ANALYSIS IN EPIDEMIOLOGY - ALTERNATIVES TO CATEGORICAL ANALYSIS+GREENLAND, S+EPIDEMIOLOGY+JUL 1995::AVOIDING POWER LOSS ASSOCIATED WITH CATEGORIZATION AND ORDINAL SCORES IN DOSE-RESPONSE AND TREND ANALYSIS+GREENLAND, S+EPIDEMIOLOGY+JUL 1995::INTERPRETATION AND ANALYSIS OF DIFFERENTIAL EXPOSURE VARIABILITY AND ZERO-EXPOSURE CATEGORIES FOR CONTINUOUS EXPOSURES+GREENLAND, S; POOLE, C+EPIDEMIOLOGY+MAY 1995::Introduction to regression models+Greenland, S.+&lt;IT&gt;Modern epidemiology&lt;/IT&gt;+2008::no title+Harrell, F. E.+Regression Modeling Strategies, With Applications to Linear Models, Logistic Regression and Survival Analysis+2001::REGRESSION-MODELS IN CLINICAL-STUDIES - DETERMINING RELATIONSHIPS BETWEEN PREDICTORS AND RESPONSE+HARRELL, FE; LEE, KL; POLLOCK, BG+JOURNAL OF THE NATIONAL CANCER INSTITUTE+OCT 5 1988::Quantile regression and restricted cubic splines are useful for exploring relationships between continuous variables+Marrie, Ruth Ann; Dawson, Neal V.; Garland, Allan+JOURNAL OF CLINICAL EPIDEMIOLOGY+MAY 2009::Long-term physical activity and lower urinary tract symptoms in men+Orsini, Nicola; RashidKhani, Bahram; Andersson, Swen-Olof; et al.+JOURNAL OF UROLOGY+DEC 2006::A tool for deterministic and probabilistic sensitivity analysis of epidemiologic studies+Orsini, Nicola; Bellocco, Rino; Bottai, Matteo; et al.+STATA JOURNAL+2008::The use of fractional polynomials to model continuous risk variables in epidemiology+Royston, P; Ambler, G; Sauerbrei, W+INTERNATIONAL JOURNAL OF EPIDEMIOLOGY+OCT 1999::no title+Royston, P; Sauerbrei, W.+Multivariable model-building: A pragmatic approach to regression analysis based on fractional polynomials for modelling continuous variables+2008::Dichotomizing continuous predictors in multiple regression: a bad idea+Royston, P; Altman, DG; Sauerbrei, W+STATISTICS IN MEDICINE+JAN 15 2006::Bootstrap assessment of the stability of multivariable models+Royston, Patrick; Sauerbrei, Willi+STATA JOURNAL+2009::Multivariable modeling with cubic regression splines: A principled approach+Royston, Patrick; Sauerbrei, Willi+STATA JOURNAL+2007::SPLINES AS A USEFUL AND CONVENIENT STATISTICAL TOOL+SMITH, PL+AMERICAN STATISTICIAN+1979::A practical guide to dose-response analyses and risk assessment in occupational epidemiology+Steenland, K; Deddens, JA+EPIDEMIOLOGY+JAN 2004::SPLINES IN STATISTICS+WEGMAN, EJ; WRIGHT, IW+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+1983"
Pointwise confidence intervals for the covariate-adjusted survivor function in the Cox model,STATA JOURNAL,NO DOI,2011,6,5,"A graphical representation of the pointwise confidence intervals allows a researcher to easily assess the precision of estimators. In the absence of covariates, the official command sts graph can be used to plot these intervals for the survivor function or the cumulative hazard function; however, in the presence of covariates, sts graph is insufficient. The user-written command survci can be used to plot the pointwise intervals for the survivor function after the Cox model. In this article, I describe the current and new features of survci. The new features include pointwise confidence intervals for the cumulative hazard function and the support of stratified Cox models, as well as factor variables; available as of Stata 11. I describe the methods used in calculating pointwise confidence intervals in the Cox model for both the covariate-adjusted survivor function and the covariate-adjusted cumulative hazard function. I also demonstrate the syntax of survci using Stata's example cancer dataset, cancer dta.","st0217,survci,confidence intervals,covariate adjusted survivor function,Cox model",,"Cefalu, Matthew@Texas A&M Univ, Dept Stat, College Stn, TX 77843 USA","Cefalu, Matthew@Texas A&M University College Station@Texas A&M University System",not exist,"REGRESSION MODELS AND LIFE-TABLES+COX, DR+JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY+1972::no title+Hosmer, DW; Lemeshow, S.+Applied survival analysis. Regression modeling of time to event data+1999::no title+KALBFLEISCH, J. D.; PRENTICE, R. L.+The Statistical Analysis of Failure Time Data+2002::no title+Klein, JP; Moeschberger, ML.+Survival Analysis. Techniques for censored and truncated data+2003::no title+Marubini, E.; Valsecchi, M. G.+Analysing Survival Data from Clinical Trials and Observational Studies+1995::no title+Tsiatis, A.+Semiparametric Theory and Missing Data+2006"
Estimation of hurdle models for overdispersed count data,STATA JOURNAL,NO DOI,2011,13,0,"Hurdle models based on the zero-truncated Poisson-lognormal distribution are rarely used in applied work, although they incorporate some advantages compared with their negative binomial alternatives. I present a command that enables Stata users to estimate Poisson-lognormal hurdle models. I use adaptive Gauss-Hermite quadrature to approximate the likelihood function, arid I evaluate the performance of the estimator in Monte Carlo experiments. The model is applied to the number of doctor visits in a sample of the U.S. Medical Expenditure Panel Survey.","st0218,ztpnm,count-data analysis,hurdle models,overdispersion,Poisson-lognormal hurdle models",HEALTH-CARE,"Farbmacher, Helmut@Univ Munich, Dept Econ, D-80539 Munich, Germany","Farbmacher, Helmut@University of Munich",not exist,"no title+Colin, Cameron A.; Trivedi, Pravin K.+Microeconometrics Using Stata.+2010::On boundary-value likelihood-ratio tests+Gutierrez, R. G.; Carter, S.; Drukker, D. M.+Stat. Tech. Bull+2001::A NOTE ON GAUSS-HERMITE QUADRATURE+LIU, Q; PIERCE, DA+BIOMETRIKA+SEP 1994::From the help desk: hurdle models+McDowell, A.+Stata J+2003::SPECIFICATION AND TESTING OF SOME MODIFIED COUNT DATA MODELS+MULLAHY, J+JOURNAL OF ECONOMETRICS+DEC 1986::AN ECONOMETRIC-MODEL OF THE 2-PART DECISION-MAKING PROCESS IN THE DEMAND FOR HEALTH-CARE+POHLMEIER, W; ULRICH, V+JOURNAL OF HUMAN RESOURCES+SPR 1995::no title+SILVA JMC+ECONOMET J+2003::no title+Skrondal, A.; Rabe-Hesketh, S.+Generalized latent variable modeling: Multilevel, longitudinal, and structural equation models+2004::Impacts of changes in water quality on recreation behavior and benefits in Finland+Vesterinen, J.; Pouta, E.; Huhtala, A.; et al.+JOURNAL OF ENVIRONMENTAL MANAGEMENT+MAR-APR 2010::LIKELIHOOD RATIO TESTS FOR MODEL SELECTION AND NON-NESTED HYPOTHESES+VUONG, QH+ECONOMETRICA+MAR 1989::no title+Winkelmann, R.+Econometric Analysis of Count Data+2008::Health care reform and the number of doctor visits - An econometric analysis+Winkelmann, R+JOURNAL OF APPLIED ECONOMETRICS+JUL-AUG 2004::Measuring moral hazard and adverse selection by propensity scoring in the mixed health care economy of Hong Kong+Wong, Irene O. L.; Lindner, Michael J.; Cowling, Benjamin J.; et al.+HEALTH POLICY+APR 2010"
